epoch,accuracy,loss,val_accuracy,val_loss
1,0.6811988949775696,0.9247851371765137,0.7619808316230774,0.7697979211807251
2,0.6938924789428711,0.8926146626472473,0.7659744620323181,0.7582336664199829
3,0.7091779112815857,0.8722854256629944,0.7699680328369141,0.7495880722999573
4,0.7155579328536987,0.854430079460144,0.77555912733078,0.7406848073005676
5,0.7281185388565063,0.8310149908065796,0.774760365486145,0.7324684262275696
6,0.7313085794448853,0.8239491581916809,0.7787539958953857,0.7265220284461975
7,0.7367581725120544,0.8147592544555664,0.7827476263046265,0.7212845087051392
8,0.7455306649208069,0.8021342158317566,0.7883386611938477,0.7149806022644043
9,0.7505150437355042,0.7940807342529297,0.7875399589538574,0.7110697031021118
10,0.7509137988090515,0.783171534538269,0.7859424948692322,0.708602786064148
11,0.7559646368026733,0.7752400040626526,0.7899361252784729,0.7023783326148987
12,0.758888840675354,0.76934814453125,0.7923322916030884,0.7006565928459167
13,0.7641390562057495,0.7601284384727478,0.7931309938430786,0.6953415870666504
14,0.7624111175537109,0.7548980116844177,0.7963258624076843,0.6936784982681274
15,0.7689905166625977,0.7447131872177124,0.7955271601676941,0.6882105469703674
