epoch,accuracy,loss,val_accuracy,val_loss
0,0.4639260470867157,1.7632848024368286,0.8600000143051147,1.215016484260559
1,0.8238377571105957,1.0212700366973877,0.9210000038146973,0.7523203492164612
2,0.9049524068832397,0.6847898960113525,0.9359999895095825,0.5308046340942383
3,0.9318526983261108,0.5075904726982117,0.9459999799728394,0.40904074907302856
4,0.9416471123695374,0.40749186277389526,0.9509999752044678,0.33277466893196106
5,0.9529590010643005,0.3294384479522705,0.9559999704360962,0.2822526693344116
6,0.9536488056182861,0.28758907318115234,0.9589999914169312,0.2443951517343521
7,0.9616498947143555,0.2502523958683014,0.9599999785423279,0.21646489202976227
8,0.9649606943130493,0.2221624106168747,0.9620000123977661,0.1940009742975235
9,0.9693750739097595,0.1972147524356842,0.9660000205039978,0.1764664351940155
10,0.9692371487617493,0.1814952939748764,0.9679999947547913,0.1626831293106079
11,0.9718582034111023,0.16551104187965393,0.9700000286102295,0.1504036784172058
12,0.9733756184577942,0.1538313925266266,0.9700000286102295,0.1389545351266861
13,0.9762725830078125,0.1404077708721161,0.9729999899864197,0.13046708703041077
14,0.9751690030097961,0.1329130381345749,0.9729999899864197,0.12240444123744965
