epoch,accuracy,loss,val_accuracy,val_loss
0,0.7755555510520935,0.6149120330810547,0.7120000123977661,0.7167335152626038
1,0.79708331823349,0.5615454316139221,0.7260000109672546,0.6943690180778503
2,0.8072222471237183,0.530795693397522,0.7459999918937683,0.6542046666145325
3,0.8184722065925598,0.494299054145813,0.7559999823570251,0.6422842741012573
4,0.8315277695655823,0.47443467378616333,0.7739999890327454,0.6156299114227295
5,0.8391666412353516,0.4495612382888794,0.777999997138977,0.5982509255409241
6,0.8434722423553467,0.4305630922317505,0.7860000133514404,0.5754446387290955
7,0.8544444441795349,0.41030067205429077,0.7960000038146973,0.5622236132621765
8,0.8537499904632568,0.3989514708518982,0.7900000214576721,0.5668320059776306
9,0.8681944608688354,0.3769235610961914,0.7919999957084656,0.5447994470596313
