epoch,accuracy,loss,val_accuracy,val_loss
0,0.7377550601959229,0.8052578568458557,0.7627795338630676,0.764546275138855
1,0.7521100640296936,0.7821082472801208,0.7771565318107605,0.7532681822776794
2,0.7576261162757874,0.7720903158187866,0.7771565318107605,0.7434281706809998
3,0.7686582207679749,0.7540165781974792,0.7771565318107605,0.7377982139587402
4,0.7720475792884827,0.7458978295326233,0.7827476263046265,0.7301468849182129
5,0.7727121710777283,0.7342827320098877,0.7827476263046265,0.7225959300994873
6,0.7844753265380859,0.7254011631011963,0.780351459980011,0.7173059582710266
7,0.7867348790168762,0.7148590683937073,0.7875399589538574,0.7122065424919128
8,0.7937130331993103,0.7024693489074707,0.7891373634338379,0.7080111503601074
9,0.7953745126724243,0.6947012543678284,0.7907348275184631,0.7019898295402527
10,0.7983651161193848,0.6848639845848083,0.7931309938430786,0.69986492395401
11,0.8052768111228943,0.6782380938529968,0.7931309938430786,0.697239339351654
12,0.8086661696434021,0.6701674461364746,0.7923322916030884,0.6947298645973206
13,0.8099953532218933,0.6686821579933167,0.7971246242523193,0.6910907030105591
14,0.8131188750267029,0.6548265218734741,0.7947284579277039,0.6902148723602295
