epoch,accuracy,loss,val_accuracy,val_loss
1,0.5797222256660461,1.5446648597717285,0.5960000157356262,1.4763548374176025
2,0.6901388764381409,1.3721551895141602,0.5839999914169312,1.3425184488296509
3,0.7119444608688354,1.2074573040008545,0.6119999885559082,1.2426871061325073
4,0.7233333587646484,1.0943371057510376,0.6159999966621399,1.1726250648498535
5,0.7270833253860474,1.0168945789337158,0.6240000128746033,1.1192418336868286
6,0.7315278053283691,0.955773651599884,0.621999979019165,1.0800390243530273
7,0.7379166483879089,0.903418779373169,0.628000020980835,1.0455313920974731
8,0.7445833086967468,0.8669040203094482,0.6399999856948853,1.0145033597946167
9,0.7487499713897705,0.8323840498924255,0.6439999938011169,0.9831821918487549
10,0.7534722089767456,0.8034218549728394,0.6539999842643738,0.955045223236084
11,0.7631944417953491,0.7729688286781311,0.6600000262260437,0.9346351623535156
12,0.76541668176651,0.7513362169265747,0.6700000166893005,0.9138158559799194
13,0.7740277647972107,0.7289772033691406,0.6740000247955322,0.8937325477600098
14,0.7748610973358154,0.710454523563385,0.6779999732971191,0.8774101138114929
15,0.78125,0.6971251368522644,0.6859999895095825,0.8636999130249023
