,건선,아토피,여드름,정상,주사
PMG B0·256,0.8252427184466019,0.7835051546391754,0.7634408602150538,0.9615384615384615,0.9029126213592233
PMG B1·384,0.8240740740740741,0.8021390374331552,0.8172043010752689,0.970873786407767,0.9073170731707316
