epoch,accuracy,loss,val_accuracy,val_loss
0,0.3809722363948822,1.4866536855697632,0.5419999957084656,1.31015145778656
1,0.5918055772781372,1.1872056722640991,0.5820000171661377,1.1859771013259888
2,0.6480555534362793,1.060440182685852,0.6079999804496765,1.11575448513031
3,0.6740278005599976,0.9925946593284607,0.621999979019165,1.0685168504714966
4,0.6931944489479065,0.944821298122406,0.6340000033378601,1.035248041152954
5,0.7120833396911621,0.9053879976272583,0.6539999842643738,1.009303331375122
6,0.7222222089767456,0.8856077790260315,0.6600000262260437,0.9829733967781067
7,0.7336111068725586,0.8637322783470154,0.6700000166893005,0.9661030173301697
8,0.7393055558204651,0.8482600450515747,0.6740000247955322,0.9508702754974365
9,0.7448611259460449,0.8306627869606018,0.6759999990463257,0.9390878677368164
10,0.752916693687439,0.8189675807952881,0.6899999976158142,0.9279731512069702
11,0.7559722065925598,0.8046028017997742,0.6940000057220459,0.9178985953330994
12,0.761388897895813,0.7905235886573792,0.6959999799728394,0.9082884788513184
13,0.7690277695655823,0.7800284624099731,0.6959999799728394,0.8970440030097961
14,0.7684721946716309,0.7764734625816345,0.699999988079071,0.8892914056777954
