epoch,accuracy,loss,val_accuracy,val_loss
0,0.3697222173213959,1.4823654890060425,0.5339999794960022,1.2904880046844482
1,0.5854166746139526,1.1631001234054565,0.5740000009536743,1.1530663967132568
2,0.6402778029441833,1.0208415985107422,0.6019999980926514,1.0712199211120605
3,0.664722204208374,0.9422956705093384,0.6179999709129333,1.0142450332641602
4,0.6826388835906982,0.8865911960601807,0.6240000128746033,0.9731019139289856
5,0.7015277743339539,0.8422334790229797,0.6439999938011169,0.9408994913101196
6,0.7098610997200012,0.8156671524047852,0.6579999923706055,0.9092364311218262
7,0.7205555438995361,0.7920026779174805,0.6660000085830688,0.8870026469230652
8,0.7233333587646484,0.7733224034309387,0.671999990940094,0.8685312867164612
9,0.7333333492279053,0.7510188221931458,0.6779999732971191,0.8543941974639893
10,0.7380555272102356,0.7371775507926941,0.6779999732971191,0.8387200236320496
11,0.7433333396911621,0.718385636806488,0.6819999814033508,0.825548529624939
12,0.7495833039283752,0.7031891345977783,0.6859999895095825,0.8149892091751099
13,0.7545833587646484,0.6907767653465271,0.6899999976158142,0.8030439615249634
14,0.7522222399711609,0.6857424378395081,0.6899999976158142,0.79176926612854
