epoch,accuracy,loss,val_accuracy,val_loss
0,0.37611111998558044,1.024986743927002,0.5339999794960022,0.827647864818573
1,0.5824999809265137,0.7291221618652344,0.5860000252723694,0.710066556930542
2,0.6451388597488403,0.6202934384346008,0.6200000047683716,0.6449376940727234
3,0.6693055629730225,0.56376051902771,0.6380000114440918,0.6030009984970093
4,0.6924999952316284,0.5217674374580383,0.6460000276565552,0.5748367309570312
5,0.7140277624130249,0.4869551956653595,0.6620000004768372,0.5532317161560059
6,0.7193055748939514,0.4704878628253937,0.6740000247955322,0.5284939408302307
7,0.7327777743339539,0.4507903456687927,0.6759999990463257,0.5147375464439392
8,0.7411110997200012,0.43775475025177,0.6880000233650208,0.5014715194702148
9,0.7468055486679077,0.42047783732414246,0.6940000057220459,0.49305859208106995
10,0.7576388716697693,0.4108569920063019,0.699999988079071,0.4835497736930847
11,0.7566666603088379,0.39767220616340637,0.7020000219345093,0.47440606355667114
12,0.7643055319786072,0.38457974791526794,0.7059999704360962,0.46743884682655334
13,0.7704166769981384,0.37615469098091125,0.7099999785423279,0.4587901830673218
14,0.7719444632530212,0.37273073196411133,0.7160000205039978,0.4512424170970917
