epoch,accuracy,loss,val_accuracy,val_loss
0,0.7204758524894714,0.8377610445022583,0.7492012977600098,0.7990771532058716
1,0.7372233867645264,0.8134797811508179,0.7555910348892212,0.7900494337081909
2,0.7400810718536377,0.8034806251525879,0.7571884989738464,0.7801270484924316
3,0.7533727884292603,0.785544216632843,0.7587859630584717,0.7746422290802002
4,0.7540373206138611,0.7750169038772583,0.7675718665122986,0.7682232856750488
5,0.7606167197227478,0.7625671625137329,0.7659744620323181,0.7622633576393127
6,0.7682594656944275,0.7504529356956482,0.7643769979476929,0.7568926811218262
7,0.7723134160041809,0.7383612990379333,0.7707667946815491,0.751977801322937
8,0.7749053239822388,0.7297179698944092,0.7707667946815491,0.747471034526825
9,0.7836778163909912,0.7183800935745239,0.7715654969215393,0.7420697212219238
10,0.7884628176689148,0.7099106907844543,0.77555912733078,0.740811288356781
11,0.7913869619369507,0.701849102973938,0.77555912733078,0.7384269833564758
12,0.7966371774673462,0.6924633383750916,0.7731629610061646,0.7367951273918152
13,0.7971688508987427,0.6880052089691162,0.7731629610061646,0.7342305779457092
14,0.8038811683654785,0.6758517026901245,0.77555912733078,0.7333516478538513
