epoch,loss,val_loss
0,3.872015953063965,NA
1,3.6954736709594727,NA
2,3.6333630084991455,NA
3,3.5937793254852295,NA
4,3.568830966949463,NA
5,3.5459530353546143,NA
6,3.52805233001709,NA
7,3.5097310543060303,NA
8,3.4962751865386963,NA
9,3.4819881916046143,NA
10,3.46944260597229,NA
11,3.454608917236328,NA
12,3.439281463623047,NA
13,3.4286186695098877,NA
14,3.416517972946167,NA
