epoch,accuracy,loss,val_accuracy,val_loss
0,0.3739655315876007,1.440187931060791,0.5551724433898926,1.2110201120376587
1,0.5249999761581421,1.19009530544281,0.6227586269378662,1.056349515914917
2,0.5825862288475037,1.0716872215270996,0.6531034708023071,0.9730538725852966
3,0.6082758903503418,1.0032241344451904,0.6648275852203369,0.9221251010894775
4,0.622586190700531,0.9696293473243713,0.6758620738983154,0.8879755139350891
5,0.6406034231185913,0.931878387928009,0.6862068772315979,0.8632926940917969
6,0.6462069153785706,0.9118435978889465,0.6951724290847778,0.8448607325553894
7,0.6548275947570801,0.8864943981170654,0.6903448104858398,0.8309339880943298
8,0.6634482741355896,0.874912679195404,0.6944827437400818,0.8205713629722595
9,0.663017213344574,0.8644096851348877,0.699999988079071,0.8117600679397583
10,0.6712930798530579,0.8556584119796753,0.7013792991638184,0.8047521710395813
11,0.6722413897514343,0.8473021388053894,0.699999988079071,0.7993438243865967
12,0.6758620738983154,0.8381437659263611,0.7027586102485657,0.7934157252311707
13,0.6790516972541809,0.8304736614227295,0.7062069177627563,0.7906145453453064
14,0.6833620667457581,0.821332573890686,0.704137921333313,0.7859073877334595
